Tanggal,Kode Produk,Nama Produk,Terjual,Alamat,Toko,Alamat ,Bulan,Tahun,Hari,Transaksi_ID
2025-12-02,k03,keripik bayam,7.0,demporeokan,Keripik M. War,,12,2025,2,2025-12-02_Keripik M. War
2025-12-02,k04,peyek,18.0,demporeokan,Keripik M. War,,12,2025,2,2025-12-02_Keripik M. War
2025-01-03,k01,keripik pisang,22.0,demporeokan,Keripik M. War,,1,2025,3,2025-01-03_Keripik M. War
2025-01-03,k02,keripik singkong,16.0,demporeokan,Keripik M. War,,1,2025,3,2025-01-03_Keripik M. War
2025-01-03,k03,keripik bayam,9.0,demporeokan,Keripik M. War,,1,2025,3,2025-01-03_Keripik M. War
2025-01-03,k04,peyek,8.0,demporeokan,Keripik M. War,,1,2025,3,2025-01-03_Keripik M. War
2025-02-03,k01,keripik pisang,12.0,demporeokan,Keripik M. War,,2,2025,3,2025-02-03_Keripik M. War
2025-02-03,k02,keripik singkong,8.0,demporeokan,Keripik M. War,,2,2025,3,2025-02-03_Keripik M. War
2025-02-03,k03,keripik bayam,5.0,demporeokan,Keripik M. War,,2,2025,3,2025-02-03_Keripik M. War
2025-02-03,k04,peyek,9.0,demporeokan,Keripik M. War,,2,2025,3,2025-02-03_Keripik M. War
2025-03-03,k01,keripik pisang,11.0,demporeokan,Keripik M. War,,3,2025,3,2025-03-03_Keripik M. War
2025-03-03,k02,keripik singkong,22.0,demporeokan,Keripik M. War,,3,2025,3,2025-03-03_Keripik M. War
2025-03-03,k03,keripik bayam,25.0,demporeokan,Keripik M. War,,3,2025,3,2025-03-03_Keripik M. War
2025-03-03,k04,peyek,17.0,demporeokan,Keripik M. War,,3,2025,3,2025-03-03_Keripik M. War
2025-04-03,k01,keripik pisang,21.0,demporeokan,Keripik M. War,,4,2025,3,2025-04-03_Keripik M. War
2025-04-03,k02,keripik singkong,17.0,demporeokan,Keripik M. War,,4,2025,3,2025-04-03_Keripik M. War
2025-04-03,k03,keripik bayam,16.0,demporeokan,Keripik M. War,,4,2025,3,2025-04-03_Keripik M. War
2025-04-03,k04,peyek,18.0,demporeokan,Keripik M. War,,4,2025,3,2025-04-03_Keripik M. War
2025-05-03,k01,keripik pisang,23.0,demporeokan,Keripik M. War,,5,2025,3,2025-05-03_Keripik M. War
2025-05-03,k02,keripik singkong,6.0,demporeokan,Keripik M. War,,5,2025,3,2025-05-03_Keripik M. War
2025-05-03,k03,keripik bayam,7.0,demporeokan,Keripik M. War,,5,2025,3,2025-05-03_Keripik M. War
2025-05-03,k04,peyek,17.0,demporeokan,Keripik M. War,,5,2025,3,2025-05-03_Keripik M. War
2025-06-03,k01,keripik pisang,5.0,demporeokan,Keripik M. War,,6,2025,3,2025-06-03_Keripik M. War
2025-06-03,k02,keripik singkong,19.0,demporeokan,Keripik M. War,,6,2025,3,2025-06-03_Keripik M. War
2025-06-03,k03,keripik bayam,7.0,demporeokan,Keripik M. War,,6,2025,3,2025-06-03_Keripik M. War
2025-06-03,k04,peyek,18.0,demporeokan,Keripik M. War,,6,2025,3,2025-06-03_Keripik M. War
2025-07-03,k01,keripik pisang,15.0,demporeokan,Keripik M. War,,7,2025,3,2025-07-03_Keripik M. War
2025-07-03,k02,keripik singkong,24.0,demporeokan,Keripik M. War,,7,2025,3,2025-07-03_Keripik M. War
2025-07-03,k03,keripik bayam,6.0,demporeokan,Keripik M. War,,7,2025,3,2025-07-03_Keripik M. War
2025-07-03,k04,peyek,21.0,demporeokan,Keripik M. War,,7,2025,3,2025-07-03_Keripik M. War
2025-08-03,k01,keripik pisang,16.0,demporeokan,Keripik M. War,,8,2025,3,2025-08-03_Keripik M. War
2025-08-03,k02,keripik singkong,25.0,demporeokan,Keripik M. War,,8,2025,3,2025-08-03_Keripik M. War
2025-08-03,k03,keripik bayam,12.0,demporeokan,Keripik M. War,,8,2025,3,2025-08-03_Keripik M. War
2025-08-03,k04,peyek,19.0,demporeokan,Keripik M. War,,8,2025,3,2025-08-03_Keripik M. War
2025-09-03,k01,keripik pisang,15.0,demporeokan,Keripik M. War,,9,2025,3,2025-09-03_Keripik M. War
2025-09-03,k02,keripik singkong,23.0,demporeokan,Keripik M. War,,9,2025,3,2025-09-03_Keripik M. War
2025-09-03,k03,keripik bayam,20.0,demporeokan,Keripik M. War,,9,2025,3,2025-09-03_Keripik M. War
2025-09-03,k04,peyek,7.0,demporeokan,Keripik M. War,,9,2025,3,2025-09-03_Keripik M. War
2025-10-03,k01,keripik pisang,14.0,demporeokan,Keripik M. War,,10,2025,3,2025-10-03_Keripik M. War
2025-10-03,k02,keripik singkong,19.0,demporeokan,Keripik M. War,,10,2025,3,2025-10-03_Keripik M. War
2025-10-03,k03,keripik bayam,10.0,demporeokan,Keripik M. War,,10,2025,3,2025-10-03_Keripik M. War
2025-10-03,k04,peyek,16.0,demporeokan,Keripik M. War,,10,2025,3,2025-10-03_Keripik M. War
2025-11-03,k01,keripik pisang,11.0,demporeokan,Keripik M. War,,11,2025,3,2025-11-03_Keripik M. War
2025-11-03,k02,keripik singkong,25.0,demporeokan,Keripik M. War,,11,2025,3,2025-11-03_Keripik M. War
2025-11-03,k03,keripik bayam,15.0,demporeokan,Keripik M. War,,11,2025,3,2025-11-03_Keripik M. War
2025-11-03,k04,peyek,23.0,demporeokan,Keripik M. War,,11,2025,3,2025-11-03_Keripik M. War
2025-12-03,k01,keripik pisang,5.0,demporeokan,Keripik M. War,,12,2025,3,2025-12-03_Keripik M. War
2025-12-03,k02,keripik singkong,13.0,demporeokan,Keripik M. War,,12,2025,3,2025-12-03_Keripik M. War
2025-12-03,k03,keripik bayam,24.0,demporeokan,Keripik M. War,,12,2025,3,2025-12-03_Keripik M. War
2025-12-03,k04,peyek,21.0,demporeokan,Keripik M. War,,12,2025,3,2025-12-03_Keripik M. War
2025-01-04,k01,keripik pisang,13.0,demporeokan,Keripik M. War,,1,2025,4,2025-01-04_Keripik M. War
2025-01-04,k02,keripik singkong,22.0,demporeokan,Keripik M. War,,1,2025,4,2025-01-04_Keripik M. War
2025-01-04,k03,keripik bayam,18.0,demporeokan,Keripik M. War,,1,2025,4,2025-01-04_Keripik M. War
2025-01-04,k04,peyek,6.0,demporeokan,Keripik M. War,,1,2025,4,2025-01-04_Keripik M. War
2025-02-04,k01,keripik pisang,13.0,demporeokan,Keripik M. War,,2,2025,4,2025-02-04_Keripik M. War
2025-02-04,k02,keripik singkong,21.0,demporeokan,Keripik M. War,,2,2025,4,2025-02-04_Keripik M. War
2025-02-04,k03,keripik bayam,10.0,demporeokan,Keripik M. War,,2,2025,4,2025-02-04_Keripik M. War
2025-02-04,k04,peyek,17.0,demporeokan,Keripik M. War,,2,2025,4,2025-02-04_Keripik M. War
2025-03-04,k01,keripik pisang,21.0,demporeokan,Keripik M. War,,3,2025,4,2025-03-04_Keripik M. War
2025-03-04,k02,keripik singkong,11.0,demporeokan,Keripik M. War,,3,2025,4,2025-03-04_Keripik M. War
2025-03-04,k03,keripik bayam,12.0,demporeokan,Keripik M. War,,3,2025,4,2025-03-04_Keripik M. War
2025-03-04,k04,peyek,15.0,demporeokan,Keripik M. War,,3,2025,4,2025-03-04_Keripik M. War
2025-04-04,k01,keripik pisang,20.0,demporeokan,Keripik M. War,,4,2025,4,2025-04-04_Keripik M. War
2025-04-04,k02,keripik singkong,7.0,demporeokan,Keripik M. War,,4,2025,4,2025-04-04_Keripik M. War
2025-04-04,k03,keripik bayam,23.0,demporeokan,Keripik M. War,,4,2025,4,2025-04-04_Keripik M. War
2025-04-04,k04,peyek,14.0,demporeokan,Keripik M. War,,4,2025,4,2025-04-04_Keripik M. War
2025-05-04,k01,keripik pisang,11.0,demporeokan,Keripik M. War,,5,2025,4,2025-05-04_Keripik M. War
2025-05-04,k02,keripik singkong,20.0,demporeokan,Keripik M. War,,5,2025,4,2025-05-04_Keripik M. War
2025-05-04,k03,keripik bayam,24.0,demporeokan,Keripik M. War,,5,2025,4,2025-05-04_Keripik M. War
2025-05-04,k04,peyek,17.0,demporeokan,Keripik M. War,,5,2025,4,2025-05-04_Keripik M. War
2025-06-04,k01,keripik pisang,16.0,demporeokan,Keripik M. War,,6,2025,4,2025-06-04_Keripik M. War
2025-06-04,k02,keripik singkong,17.0,demporeokan,Keripik M. War,,6,2025,4,2025-06-04_Keripik M. War
2025-06-04,k03,keripik bayam,11.0,demporeokan,Keripik M. War,,6,2025,4,2025-06-04_Keripik M. War
2025-06-04,k04,peyek,11.0,demporeokan,Keripik M. War,,6,2025,4,2025-06-04_Keripik M. War
2025-07-04,k01,keripik pisang,14.0,demporeokan,Keripik M. War,,7,2025,4,2025-07-04_Keripik M. War
2025-07-04,k02,keripik singkong,6.0,demporeokan,Keripik M. War,,7,2025,4,2025-07-04_Keripik M. War
2025-07-04,k03,keripik bayam,22.0,demporeokan,Keripik M. War,,7,2025,4,2025-07-04_Keripik M. War
2025-07-04,k04,peyek,15.0,demporeokan,Keripik M. War,,7,2025,4,2025-07-04_Keripik M. War
2025-08-04,k01,keripik pisang,6.0,demporeokan,Keripik M. War,,8,2025,4,2025-08-04_Keripik M. War
2025-08-04,k02,keripik singkong,9.0,demporeokan,Keripik M. War,,8,2025,4,2025-08-04_Keripik M. War
2025-08-04,k03,keripik bayam,20.0,demporeokan,Keripik M. War,,8,2025,4,2025-08-04_Keripik M. War
2025-08-04,k04,peyek,14.0,demporeokan,Keripik M. War,,8,2025,4,2025-08-04_Keripik M. War
2025-09-04,k01,keripik pisang,20.0,demporeokan,Keripik M. War,,9,2025,4,2025-09-04_Keripik M. War
2025-09-04,k02,keripik singkong,11.0,demporeokan,Keripik M. War,,9,2025,4,2025-09-04_Keripik M. War
2025-09-04,k03,keripik bayam,24.0,demporeokan,Keripik M. War,,9,2025,4,2025-09-04_Keripik M. War
2025-09-04,k04,peyek,22.0,demporeokan,Keripik M. War,,9,2025,4,2025-09-04_Keripik M. War
2025-10-04,k01,keripik pisang,18.0,demporeokan,Keripik M. War,,10,2025,4,2025-10-04_Keripik M. War
2025-10-04,k02,keripik singkong,12.0,demporeokan,Keripik M. War,,10,2025,4,2025-10-04_Keripik M. War
2025-10-04,k03,keripik bayam,17.0,demporeokan,Keripik M. War,,10,2025,4,2025-10-04_Keripik M. War
2025-10-04,k04,peyek,11.0,demporeokan,Keripik M. War,,10,2025,4,2025-10-04_Keripik M. War
2025-11-04,k01,keripik pisang,21.0,demporeokan,Keripik M. War,,11,2025,4,2025-11-04_Keripik M. War
2025-11-04,k02,keripik singkong,5.0,demporeokan,Keripik M. War,,11,2025,4,2025-11-04_Keripik M. War
2025-11-04,k03,keripik bayam,15.0,demporeokan,Keripik M. War,,11,2025,4,2025-11-04_Keripik M. War
2025-11-04,k04,peyek,11.0,demporeokan,Keripik M. War,,11,2025,4,2025-11-04_Keripik M. War
2025-12-04,k01,keripik pisang,8.0,demporeokan,Keripik M. War,,12,2025,4,2025-12-04_Keripik M. War
2025-12-04,k02,keripik singkong,7.0,demporeokan,Keripik M. War,,12,2025,4,2025-12-04_Keripik M. War
2025-12-04,k03,keripik bayam,13.0,demporeokan,Keripik M. War,,12,2025,4,2025-12-04_Keripik M. War
2025-12-04,k04,peyek,12.0,demporeokan,Keripik M. War,,12,2025,4,2025-12-04_Keripik M. War
2025-01-05,k01,keripik pisang,22.0,demporeokan,Keripik M. War,,1,2025,5,2025-01-05_Keripik M. War
2025-01-05,k02,keripik singkong,7.0,demporeokan,Keripik M. War,,1,2025,5,2025-01-05_Keripik M. War
2025-01-05,k03,keripik bayam,18.0,demporeokan,Keripik M. War,,1,2025,5,2025-01-05_Keripik M. War
2025-01-05,k04,peyek,8.0,demporeokan,Keripik M. War,,1,2025,5,2025-01-05_Keripik M. War
2025-02-05,k01,keripik pisang,23.0,demporeokan,Keripik M. War,,2,2025,5,2025-02-05_Keripik M. War
2025-02-05,k02,keripik singkong,6.0,demporeokan,Keripik M. War,,2,2025,5,2025-02-05_Keripik M. War
2025-02-05,k03,keripik bayam,21.0,demporeokan,Keripik M. War,,2,2025,5,2025-02-05_Keripik M. War
2025-02-05,k04,peyek,23.0,demporeokan,Keripik M. War,,2,2025,5,2025-02-05_Keripik M. War
2025-03-05,k01,keripik pisang,15.0,demporeokan,Keripik M. War,,3,2025,5,2025-03-05_Keripik M. War
2025-03-05,k02,keripik singkong,5.0,demporeokan,Keripik M. War,,3,2025,5,2025-03-05_Keripik M. War
2025-03-05,k03,keripik bayam,6.0,demporeokan,Keripik M. War,,3,2025,5,2025-03-05_Keripik M. War
2025-03-05,k04,peyek,18.0,demporeokan,Keripik M. War,,3,2025,5,2025-03-05_Keripik M. War
2025-04-05,k01,keripik pisang,7.0,demporeokan,Keripik M. War,,4,2025,5,2025-04-05_Keripik M. War
2025-04-05,k02,keripik singkong,7.0,demporeokan,Keripik M. War,,4,2025,5,2025-04-05_Keripik M. War
2025-04-05,k03,keripik bayam,24.0,demporeokan,Keripik M. War,,4,2025,5,2025-04-05_Keripik M. War
2025-04-05,k04,peyek,13.0,demporeokan,Keripik M. War,,4,2025,5,2025-04-05_Keripik M. War
2025-05-05,k01,keripik pisang,6.0,demporeokan,Keripik M. War,,5,2025,5,2025-05-05_Keripik M. War
2025-05-05,k02,keripik singkong,23.0,demporeokan,Keripik M. War,,5,2025,5,2025-05-05_Keripik M. War
2025-05-05,k03,keripik bayam,16.0,demporeokan,Keripik M. War,,5,2025,5,2025-05-05_Keripik M. War
2025-05-05,k04,peyek,13.0,demporeokan,Keripik M. War,,5,2025,5,2025-05-05_Keripik M. War
2025-06-05,k01,keripik pisang,14.0,demporeokan,Keripik M. War,,6,2025,5,2025-06-05_Keripik M. War
2025-06-05,k02,keripik singkong,16.0,demporeokan,Keripik M. War,,6,2025,5,2025-06-05_Keripik M. War
2025-06-05,k03,keripik bayam,15.0,demporeokan,Keripik M. War,,6,2025,5,2025-06-05_Keripik M. War
2025-06-05,k04,peyek,24.0,demporeokan,Keripik M. War,,6,2025,5,2025-06-05_Keripik M. War
2025-07-05,k01,keripik pisang,22.0,demporeokan,Keripik M. War,,7,2025,5,2025-07-05_Keripik M. War
2025-07-05,k02,keripik singkong,7.0,demporeokan,Keripik M. War,,7,2025,5,2025-07-05_Keripik M. War
2025-07-05,k03,keripik bayam,24.0,demporeokan,Keripik M. War,,7,2025,5,2025-07-05_Keripik M. War
2025-07-05,k04,peyek,15.0,demporeokan,Keripik M. War,,7,2025,5,2025-07-05_Keripik M. War
2025-08-05,k01,keripik pisang,16.0,demporeokan,Keripik M. War,,8,2025,5,2025-08-05_Keripik M. War
2025-08-05,k02,keripik singkong,18.0,demporeokan,Keripik M. War,,8,2025,5,2025-08-05_Keripik M. War
2025-08-05,k03,keripik bayam,10.0,demporeokan,Keripik M. War,,8,2025,5,2025-08-05_Keripik M. War
2025-08-05,k04,peyek,11.0,demporeokan,Keripik M. War,,8,2025,5,2025-08-05_Keripik M. War
2025-09-05,k01,keripik pisang,6.0,demporeokan,Keripik M. War,,9,2025,5,2025-09-05_Keripik M. War
2025-09-05,k02,keripik singkong,14.0,demporeokan,Keripik M. War,,9,2025,5,2025-09-05_Keripik M. War
2025-09-05,k03,keripik bayam,22.0,demporeokan,Keripik M. War,,9,2025,5,2025-09-05_Keripik M. War
2025-09-05,k04,peyek,13.0,demporeokan,Keripik M. War,,9,2025,5,2025-09-05_Keripik M. War
2025-10-05,k01,keripik pisang,14.0,demporeokan,Keripik M. War,,10,2025,5,2025-10-05_Keripik M. War
2025-10-05,k02,keripik singkong,21.0,demporeokan,Keripik M. War,,10,2025,5,2025-10-05_Keripik M. War
2025-10-05,k03,keripik bayam,14.0,demporeokan,Keripik M. War,,10,2025,5,2025-10-05_Keripik M. War
2025-10-05,k04,peyek,20.0,demporeokan,Keripik M. War,,10,2025,5,2025-10-05_Keripik M. War
2025-11-05,k01,keripik pisang,20.0,demporeokan,Keripik M. War,,11,2025,5,2025-11-05_Keripik M. War
2025-11-05,k02,keripik singkong,7.0,demporeokan,Keripik M. War,,11,2025,5,2025-11-05_Keripik M. War
2025-11-05,k03,keripik bayam,24.0,demporeokan,Keripik M. War,,11,2025,5,2025-11-05_Keripik M. War
2025-11-05,k04,peyek,16.0,demporeokan,Keripik M. War,,11,2025,5,2025-11-05_Keripik M. War
2025-12-05,k01,keripik pisang,12.0,demporeokan,Keripik M. War,,12,2025,5,2025-12-05_Keripik M. War
2025-12-05,k02,keripik singkong,18.0,demporeokan,Keripik M. War,,12,2025,5,2025-12-05_Keripik M. War
2025-12-05,k03,keripik bayam,25.0,demporeokan,Keripik M. War,,12,2025,5,2025-12-05_Keripik M. War
2025-12-05,k04,peyek,7.0,demporeokan,Keripik M. War,,12,2025,5,2025-12-05_Keripik M. War
2025-01-06,k01,keripik pisang,10.0,demporeokan,Keripik M. War,,1,2025,6,2025-01-06_Keripik M. War
2025-01-06,k02,keripik singkong,7.0,demporeokan,Keripik M. War,,1,2025,6,2025-01-06_Keripik M. War
2025-01-06,k03,keripik bayam,16.0,demporeokan,Keripik M. War,,1,2025,6,2025-01-06_Keripik M. War
2025-01-06,k04,peyek,24.0,demporeokan,Keripik M. War,,1,2025,6,2025-01-06_Keripik M. War
2025-02-06,k01,keripik pisang,14.0,demporeokan,Keripik M. War,,2,2025,6,2025-02-06_Keripik M. War
2025-02-06,k02,keripik singkong,5.0,demporeokan,Keripik M. War,,2,2025,6,2025-02-06_Keripik M. War
2025-02-06,k03,keripik bayam,15.0,demporeokan,Keripik M. War,,2,2025,6,2025-02-06_Keripik M. War
2025-02-06,k04,peyek,5.0,demporeokan,Keripik M. War,,2,2025,6,2025-02-06_Keripik M. War
2025-03-06,k01,keripik pisang,8.0,demporeokan,Keripik M. War,,3,2025,6,2025-03-06_Keripik M. War
2025-03-06,k02,keripik singkong,9.0,demporeokan,Keripik M. War,,3,2025,6,2025-03-06_Keripik M. War
2025-03-06,k03,keripik bayam,10.0,demporeokan,Keripik M. War,,3,2025,6,2025-03-06_Keripik M. War
2025-03-06,k04,peyek,8.0,demporeokan,Keripik M. War,,3,2025,6,2025-03-06_Keripik M. War
2025-04-06,k01,keripik pisang,14.0,demporeokan,Keripik M. War,,4,2025,6,2025-04-06_Keripik M. War
2025-04-06,k02,keripik singkong,5.0,demporeokan,Keripik M. War,,4,2025,6,2025-04-06_Keripik M. War
2025-04-06,k03,keripik bayam,15.0,demporeokan,Keripik M. War,,4,2025,6,2025-04-06_Keripik M. War
2025-04-06,k04,peyek,12.0,demporeokan,Keripik M. War,,4,2025,6,2025-04-06_Keripik M. War
2025-05-06,k01,keripik pisang,12.0,demporeokan,Keripik M. War,,5,2025,6,2025-05-06_Keripik M. War
2025-05-06,k02,keripik singkong,22.0,demporeokan,Keripik M. War,,5,2025,6,2025-05-06_Keripik M. War
2025-05-06,k03,keripik bayam,11.0,demporeokan,Keripik M. War,,5,2025,6,2025-05-06_Keripik M. War
2025-05-06,k04,peyek,15.0,demporeokan,Keripik M. War,,5,2025,6,2025-05-06_Keripik M. War
2025-06-06,k01,keripik pisang,10.0,demporeokan,Keripik M. War,,6,2025,6,2025-06-06_Keripik M. War
2025-06-06,k02,keripik singkong,17.0,demporeokan,Keripik M. War,,6,2025,6,2025-06-06_Keripik M. War
2025-06-06,k03,keripik bayam,17.0,demporeokan,Keripik M. War,,6,2025,6,2025-06-06_Keripik M. War
2025-06-06,k04,peyek,6.0,demporeokan,Keripik M. War,,6,2025,6,2025-06-06_Keripik M. War
2025-07-06,k01,keripik pisang,14.0,demporeokan,Keripik M. War,,7,2025,6,2025-07-06_Keripik M. War
2025-07-06,k02,keripik singkong,11.0,demporeokan,Keripik M. War,,7,2025,6,2025-07-06_Keripik M. War
2025-07-06,k03,keripik bayam,23.0,demporeokan,Keripik M. War,,7,2025,6,2025-07-06_Keripik M. War
2025-07-06,k04,peyek,5.0,demporeokan,Keripik M. War,,7,2025,6,2025-07-06_Keripik M. War
2025-08-06,k01,keripik pisang,10.0,demporeokan,Keripik M. War,,8,2025,6,2025-08-06_Keripik M. War
2025-08-06,k02,keripik singkong,24.0,demporeokan,Keripik M. War,,8,2025,6,2025-08-06_Keripik M. War
2025-08-06,k03,keripik bayam,14.0,demporeokan,Keripik M. War,,8,2025,6,2025-08-06_Keripik M. War
2025-08-06,k04,peyek,16.0,demporeokan,Keripik M. War,,8,2025,6,2025-08-06_Keripik M. War
2025-09-06,k01,keripik pisang,8.0,demporeokan,Keripik M. War,,9,2025,6,2025-09-06_Keripik M. War
2025-09-06,k02,keripik singkong,20.0,demporeokan,Keripik M. War,,9,2025,6,2025-09-06_Keripik M. War
2025-09-06,k03,keripik bayam,6.0,demporeokan,Keripik M. War,,9,2025,6,2025-09-06_Keripik M. War
2025-09-06,k04,peyek,11.0,demporeokan,Keripik M. War,,9,2025,6,2025-09-06_Keripik M. War
2025-10-06,k01,keripik pisang,6.0,demporeokan,Keripik M. War,,10,2025,6,2025-10-06_Keripik M. War
2025-10-06,k02,keripik singkong,7.0,demporeokan,Keripik M. War,,10,2025,6,2025-10-06_Keripik M. War
2025-10-06,k03,keripik bayam,19.0,demporeokan,Keripik M. War,,10,2025,6,2025-10-06_Keripik M. War
2025-10-06,k04,peyek,23.0,demporeokan,Keripik M. War,,10,2025,6,2025-10-06_Keripik M. War
2025-11-06,k01,keripik pisang,18.0,demporeokan,Keripik M. War,,11,2025,6,2025-11-06_Keripik M. War
2025-11-06,k02,keripik singkong,8.0,demporeokan,Keripik M. War,,11,2025,6,2025-11-06_Keripik M. War
2025-11-06,k03,keripik bayam,15.0,demporeokan,Keripik M. War,,11,2025,6,2025-11-06_Keripik M. War
2025-11-06,k04,peyek,11.0,demporeokan,Keripik M. War,,11,2025,6,2025-11-06_Keripik M. War
2025-12-06,k01,keripik pisang,23.0,demporeokan,Keripik M. War,,12,2025,6,2025-12-06_Keripik M. War
2025-12-06,k02,keripik singkong,7.0,demporeokan,Keripik M. War,,12,2025,6,2025-12-06_Keripik M. War
2025-12-06,k03,keripik bayam,22.0,demporeokan,Keripik M. War,,12,2025,6,2025-12-06_Keripik M. War
2025-12-06,k04,peyek,17.0,demporeokan,Keripik M. War,,12,2025,6,2025-12-06_Keripik M. War
2025-01-07,k01,keripik pisang,20.0,demporeokan,Keripik M. War,,1,2025,7,2025-01-07_Keripik M. War
2025-01-07,k02,keripik singkong,22.0,demporeokan,Keripik M. War,,1,2025,7,2025-01-07_Keripik M. War
2025-01-07,k03,keripik bayam,25.0,demporeokan,Keripik M. War,,1,2025,7,2025-01-07_Keripik M. War
2025-01-07,k04,peyek,19.0,demporeokan,Keripik M. War,,1,2025,7,2025-01-07_Keripik M. War
2025-02-07,k01,keripik pisang,17.0,demporeokan,Keripik M. War,,2,2025,7,2025-02-07_Keripik M. War
2025-02-07,k02,keripik singkong,19.0,demporeokan,Keripik M. War,,2,2025,7,2025-02-07_Keripik M. War
2025-02-07,k03,keripik bayam,18.0,demporeokan,Keripik M. War,,2,2025,7,2025-02-07_Keripik M. War
2025-02-07,k04,peyek,25.0,demporeokan,Keripik M. War,,2,2025,7,2025-02-07_Keripik M. War
2025-03-07,k01,keripik pisang,10.0,demporeokan,Keripik M. War,,3,2025,7,2025-03-07_Keripik M. War
2025-03-07,k02,keripik singkong,21.0,demporeokan,Keripik M. War,,3,2025,7,2025-03-07_Keripik M. War
2025-03-07,k03,keripik bayam,16.0,demporeokan,Keripik M. War,,3,2025,7,2025-03-07_Keripik M. War
2025-03-07,k04,peyek,18.0,demporeokan,Keripik M. War,,3,2025,7,2025-03-07_Keripik M. War
2025-04-07,k01,keripik pisang,14.0,demporeokan,Keripik M. War,,4,2025,7,2025-04-07_Keripik M. War
2025-04-07,k02,keripik singkong,14.0,demporeokan,Keripik M. War,,4,2025,7,2025-04-07_Keripik M. War
2025-04-07,k03,keripik bayam,14.0,demporeokan,Keripik M. War,,4,2025,7,2025-04-07_Keripik M. War
2025-04-07,k04,peyek,9.0,demporeokan,Keripik M. War,,4,2025,7,2025-04-07_Keripik M. War
2025-05-07,k01,keripik pisang,25.0,demporeokan,Keripik M. War,,5,2025,7,2025-05-07_Keripik M. War
2025-05-07,k02,keripik singkong,21.0,demporeokan,Keripik M. War,,5,2025,7,2025-05-07_Keripik M. War
2025-05-07,k03,keripik bayam,21.0,demporeokan,Keripik M. War,,5,2025,7,2025-05-07_Keripik M. War
2025-05-07,k04,peyek,5.0,demporeokan,Keripik M. War,,5,2025,7,2025-05-07_Keripik M. War
2025-06-07,k01,keripik pisang,18.0,demporeokan,Keripik M. War,,6,2025,7,2025-06-07_Keripik M. War
2025-06-07,k02,keripik singkong,22.0,demporeokan,Keripik M. War,,6,2025,7,2025-06-07_Keripik M. War
2025-06-07,k03,keripik bayam,8.0,demporeokan,Keripik M. War,,6,2025,7,2025-06-07_Keripik M. War
2025-06-07,k04,peyek,14.0,demporeokan,Keripik M. War,,6,2025,7,2025-06-07_Keripik M. War
2025-07-07,k01,keripik pisang,17.0,demporeokan,Keripik M. War,,7,2025,7,2025-07-07_Keripik M. War
2025-07-07,k02,keripik singkong,14.0,demporeokan,Keripik M. War,,7,2025,7,2025-07-07_Keripik M. War
2025-07-07,k03,keripik bayam,23.0,demporeokan,Keripik M. War,,7,2025,7,2025-07-07_Keripik M. War
2025-07-07,k04,peyek,13.0,demporeokan,Keripik M. War,,7,2025,7,2025-07-07_Keripik M. War
2025-08-07,k01,keripik pisang,14.0,demporeokan,Keripik M. War,,8,2025,7,2025-08-07_Keripik M. War
2025-08-07,k02,keripik singkong,8.0,demporeokan,Keripik M. War,,8,2025,7,2025-08-07_Keripik M. War
2025-08-07,k03,keripik bayam,19.0,demporeokan,Keripik M. War,,8,2025,7,2025-08-07_Keripik M. War
2025-08-07,k04,peyek,6.0,demporeokan,Keripik M. War,,8,2025,7,2025-08-07_Keripik M. War
2025-09-07,k01,keripik pisang,16.0,demporeokan,Keripik M. War,,9,2025,7,2025-09-07_Keripik M. War
2025-09-07,k02,keripik singkong,5.0,demporeokan,Keripik M. War,,9,2025,7,2025-09-07_Keripik M. War
2025-09-07,k03,keripik bayam,8.0,demporeokan,Keripik M. War,,9,2025,7,2025-09-07_Keripik M. War
2025-09-07,k04,peyek,21.0,demporeokan,Keripik M. War,,9,2025,7,2025-09-07_Keripik M. War
2025-10-07,k01,keripik pisang,5.0,demporeokan,Keripik M. War,,10,2025,7,2025-10-07_Keripik M. War
2025-10-07,k02,keripik singkong,23.0,demporeokan,Keripik M. War,,10,2025,7,2025-10-07_Keripik M. War
2025-10-07,k03,keripik bayam,18.0,demporeokan,Keripik M. War,,10,2025,7,2025-10-07_Keripik M. War
2025-10-07,k04,peyek,7.0,demporeokan,Keripik M. War,,10,2025,7,2025-10-07_Keripik M. War
2025-11-07,k01,keripik pisang,8.0,demporeokan,Keripik M. War,,11,2025,7,2025-11-07_Keripik M. War
2025-11-07,k02,keripik singkong,7.0,demporeokan,Keripik M. War,,11,2025,7,2025-11-07_Keripik M. War
2025-11-07,k03,keripik bayam,10.0,demporeokan,Keripik M. War,,11,2025,7,2025-11-07_Keripik M. War
2025-11-07,k04,peyek,19.0,demporeokan,Keripik M. War,,11,2025,7,2025-11-07_Keripik M. War
2025-12-07,k01,keripik pisang,13.0,demporeokan,Keripik M. War,,12,2025,7,2025-12-07_Keripik M. War
2025-12-07,k02,keripik singkong,6.0,demporeokan,Keripik M. War,,12,2025,7,2025-12-07_Keripik M. War
2025-12-07,k03,keripik bayam,16.0,demporeokan,Keripik M. War,,12,2025,7,2025-12-07_Keripik M. War
2025-12-07,k04,peyek,13.0,demporeokan,Keripik M. War,,12,2025,7,2025-12-07_Keripik M. War
2025-01-08,k01,keripik pisang,10.0,demporeokan,Keripik M. War,,1,2025,8,2025-01-08_Keripik M. War
